Municipality,Region,Population,Census,Election Year,Candidate Name,Sex,Age,Position,Winner,ID Number,Size of Council,Number of Votes Obtained,Total Votes in Election,Eligible Voters,Campaign Spending,Type of Election,Incumbent,Years of Service,Acclaimed/Elected,,,,,,
Fermeuse,1,284,2006,2009,"Clowe, Beverly",2,4,3,1,,5,88,131,253,,1,1,4,2,,,,,,
Fermeuse,1,284,2006,2009,"Oates, Carrie",2,3,3,1,,5,94,131,253,,1,1,0,2,,,,,,
Fermeuse,1,284,2006,2009,"Pike, Denise",2,3,3,2,,5,59,131,253,,1,2,4,3,,,,,,
Fermeuse,1,284,2006,2009,"Clowe, Maxine",2,3,3,1,,5,74,131,253,,1,2,0,2,,,,,,
Fermeuse,1,284,2006,2009,"Collins, Paula",2,3,3,2,,5,41,131,253,,1,2,0,3,,,,,,
Fermeuse,1,325,2016,2017,"Kenny, Jerome",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fermeuse,1,325,2016,2017,"Brophy, Desmond",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fermeuse,1,325,2016,2017,"Oates, Perry",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fermeuse,1,325,2016,2017,"Kenny, Mary",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fermeuse,1,325,2016,2017,"Clowe, Maxine",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fermeuse ,1,323,2011,2013,"Brophy, Desmond",1,4,3,,,5,1,.,.,,.,1,.,1,,,,,,
Fermeuse ,1,323,2011,2013,"Kenny, Jerome",1,5,3,,,5,1,.,.,,.,2,.,1,,,,,,
Fermeuse ,1,323,2011,2013,"Oates, Perry",1,4,3,,,5,1,.,.,,.,1,.,1,,,,,,
Fermeuse ,1,323,2011,2013,"Kenny, Mary",2,5,3,,,5,1,.,.,,.,2,.,1,,,,,,
Fermeuse ,1,323,2011,2013,"Clowe, Maxine",2,4,3,,,5,1,.,.,,.,1,.,1,,,,,,
Ferryland,1,529,2006,2009,"Moriarty, Leo",1,4,3,1,,5,1,1,1,,2,1,.,1,,,,,,
Ferryland,1,529,2006,2009,"Paul, Roddy",1,5,3,1,,5,1,1,1,,2,1,.,1,,,,,,
Ferryland,1,529,2006,2009,"Curran, Dolores",2,5,3,1,,5,1,1,1,,2,1,.,1,,,,,,
Ferryland,1,414,2016,2017,"Bryan, W. H. (Harry)",1,.,3,1,,5,135,185,323,,1,.,.,2,,,,,,
Ferryland,1,414,2016,2017,"Clowe, Otto",1,.,3,1,,5,97,185,323,,1,.,.,2,,,,,,
Ferryland,1,414,2016,2017,"Walsh, Shane James",1,.,3,1,,5,104,185,323,,1,.,.,2,,,,,,
Ferryland,1,414,2016,2017,"Paul, Christopher",1,.,3,2,,5,82,185,323,,1,.,.,3,,,,,,
Ferryland,1,414,2016,2017,"Ryan, Wayne",1,.,3,2,,5,86,185,323,,1,.,.,3,,,,,,
Ferryland,1,414,2016,2017,"Walsh, Sean",1,.,3,1,,5,168,185,323,,1,.,.,2,,,,,,
Ferryland,1,414,2016,2017,"O'Brien, Audrey",2,4,3,2,,5,,185,323,,1,2,.,3,,,,,,
Ferryland,1,414,2016,2017,"Ryan, Vivian",2,4,3,1,,5,89,185,323,,1,2,.,2,,,,,,
Ferryland ,1,465,2011,2013,"Kavanagh, Adrian",1,5,3,,,5,1,.,.,,.,1,4,1,,,,,,
Ferryland ,1,465,2011,2013,"Paul, Roderick",1,.,3,,,5,1,.,.,,.,1,22,1,,,,,,
Ferryland ,1,465,2011,2013,"Ryan, Wayne",1,3,3,,,5,1,.,.,,.,2,0,1,,,,,,
Ferryland ,1,465,2011,2013,"Doyle, William",1,.,3,,,5,1,.,.,,.,1,1.5,1,,,,,,
Ferryland ,1,465,2011,2013,"Curran, Dolores",2,.,3,,,5,1,.,.,,.,1,19,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Grace, Anthony",1,4,3,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Martin, Brian",1,5,3,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Thorne, Darin",1,2,3,1,,6,215,305,,,2,2,.,2,,,,,,
Flatrock,1,"1,214",2006,2009,"Butt, Kevin",1,2,1,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Schmiedendore, Robert",1,3,3,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Roche, Danielle",2,3,3,2,,6,90,305,,,2,2,.,3,,,,,,
Flatrock,1,"1,214",2006,2009,"McCarthy, Marion",2,3,3,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,214",2006,2009,"Martin, Michelle",2,4,3,1,,6,1,1,1,,1,1,.,1,,,,,,
Flatrock,1,"1,457",2011,2013,"Grace, Anthony",1,5,3,1,,7,394,529,"1,203",,1,1,.,2,,,,,,
Flatrock,1,"1,457",2011,2013,"Thorne, Darrin",1,3,1,1,,7,1,529,"1,203",,1,1,.,1,,,,,,
Flatrock,1,"1,457",2011,2013,"Burton, Paul",1,3,3,1,,7,298,529,"1,203",,1,2,0,2,,,,,,
Flatrock,1,"1,457",2011,2013,"Schmiedendorf, Robert",1,3,3,2,,7,297,529,"1,203",,1,1,.,3,,,,,,
Flatrock,1,"1,457",2011,2013,"Humber, Terry",1,3,3,1,,7,348,529,"1,203",,1,2,0,2,,,,,,
Flatrock,1,"1,457",2011,2013,"Houlihan, Catherine",2,4,3,1,,7,312,529,"1,203",,1,2,0,2,,,,,,
Flatrock,1,"1,457",2011,2013,"McCarthy, Marion",2,.,3,1,,7,363,529,"1,203",,1,1,.,2,,,,,,
Flatrock,1,"1,457",2011,2013,"Martin, Michelle",2,.,3,1,,7,357,529,"1,203",,1,1,.,2,,,,,,
Flatrock,1,"1,683",2016,2017,"Schmiedendorf, Robert",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"Humber, Terry",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"Grace, Anthony",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"Thorne, Darrin",1,3,1,1,,7,1,1,1,,4,1,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"Martin, Michelle",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"McCarthy, Marion",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Flatrock,1,"1,683",2016,2017,"Martin, Corrina",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fleur de Lys,2,320,2006,2009,"Walsh, George",1,.,3,1,,5,1,1,1,,4,1,6,1,,,,,,
Fleur de Lys,2,320,2006,2009,"Walsh, Rodney",1,.,3,1,,5,1,1,1,,4,2,0,1,,,,,,
Fleur de Lys,2,320,2006,2009,"Walsh, Joy",2,.,3,1,,5,1,1,1,,4,1,7,1,,,,,,
Fleur de Lys,2,320,2006,2009,"Walsh, Millie",2,.,3,1,,5,1,1,1,,4,1,14,1,,,,,,
Fleur de Lys,2,320,2006,2009,"Barrett, Terry Lynn",2,.,3,1,,5,1,1,1,,4,2,0,1,,,,,,
Fleur de Lys,2,265,2011,2013,"Barrett, Terri Lynn",2,3,3,1,,5,1,5,.,,4,1,.,.,,,,,,
Fleur de Lys,2,265,2011,2013,"Ford, Felicia",2,1,3,1,,5,1,5,.,,4,1,.,.,,,,,,
Fleur de Lys,2,265,2011,2013,"Walsh, Marion",2,5,3,1,,5,1,5,.,,4,1,.,.,,,,,,
Fleur de Lys,2,265,2011,2013,"Walsh, Millie",2,4,3,1,,5,1,5,.,,4,1,.,.,,,,,,
Fleur de Lys,2,265,2011,2013,"Walsh, Joy",2,4,3,1,,5,1,5,.,,4,1,.,.,,,,,,
Fleur de Lys,2,244,2016,2017,"Traverse, Bob",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fleur de Lys,2,244,2016,2017,"Barrett, Terri-Lyn",2,2,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fleur de Lys,2,244,2016,2017,"Walsh, Marion",2,4,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fleur de Lys,2,244,2016,2017,"Ford, Felicia",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fleur de Lys,2,244,2016,2017,"Walsh, Joy",2,4,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Flower's Cove,3,270,2006,2009,"Billard, Keith",1,5,3,1,,7,1,1,1,,2,1,17,1,,,,,,
Flower's Cove,3,270,2006,2009,"Genge, Bertha",2,,3,1,,7,1,1,1,,2,1,31,1,,,,,,
Flower's Cove,3,270,2006,2009,"Chambers, Maggie",2,,3,1,,7,1,1,1,,2,1,4,1,,,,,,
Flower's Cove,3,270,2006,2009,"Way, Sandra",2,,3,1,,7,1,1,1,,2,1,26,1,,,,,,
Flower's Cove,3,308,2011,2013,"Billard, Keith",1,5,3,1,,7,1,1,1,,2,1,.,1,,,,,,
Flower's Cove,3,308,2011,2013,"Way, Sandra",2,5,3,1,,7,1,1,1,,2,1,.,1,,,,,,
Flower's Cove,3,308,2011,2013,"Genge, Bertha",2,5,3,1,,7,1,1,1,,2,1,.,1,,,,,,
Flower's Cove,3,308,2011,2013,"Chambers, Maggie",2,5,3,1,,7,1,1,1,,2,1,.,1,,,,,,
Flower's Cove,3,270,2016,2017,"Billard, Keith",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Flower's Cove,3,270,2016,2017,"Way, Sandra",2,4,3,1,,5,1,1,1,,4,2,.,1,,,,,,
Flower's Cove,3,270,2016,2017,"Gardner, Kimberley",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fogo Island,2,488,2006,2009,.,.,.,.,.,,7,,,,,3,.,.,.,,,,,,
Fogo Island,2,421,2011,2013,"Bixby, Lloyd",1,.,3,1,,9,564,"6,404","1,858",,1,1,3,2,,,,,,
Fogo Island,2,421,2011,2013,"Budden, Lester",1,.,3,2,,9,176,"6,404","1,858",,1,1,3,3,,,,,,
Fogo Island,2,421,2011,2013,"Budden, Rodney",1,.,3,2,,9,149,"6,404","1,858",,1,2,12,3,,,,,,
Fogo Island,2,421,2011,2013,"Collins, Wayne",1,.,3,1,,9,620,"6,404","1,858",,1,1,3,2,,,,,,
Fogo Island,2,421,2011,2013,"Combden, Edward J",1,.,3,1,,9,369,"6,404","1,858",,1,2,5,2,,,,,,
Fogo Island,2,421,2011,2013,"Donahue, Patrick",1,.,3,2,,9,217,"6,404","1,858",,1,2,0,3,,,,,,
Fogo Island,2,421,2011,2013,"Griffin, Alice",1,.,3,2,,9,132,"6,404","1,858",,1,2,0,3,,,,,,
Fogo Island,2,421,2011,2013,"McGrath, Leonard",1,.,3,2,,9,309,"6,404","1,858",,1,2,0,3,,,,,,
Fogo Island,2,421,2011,2013,"Mckenna, Gerald",1,.,3,2,,9,309,"6,404","1,858",,1,1,8,3,,,,,,
Fogo Island,2,421,2011,2013,"Rowe, Samuel",1,.,3,2,,9,256,"6,404","1,858",,1,2,8,3,,,,,,
Fogo Island,2,421,2011,2013,"Shea, Andrew",1,.,3,1,,9,780,"6,404","1,858",,1,2,10,2,,,,,,
Fogo Island,2,421,2011,2013,"Walbourne, Edmund",1,.,3,1,,9,402,"6,404","1,858",,1,2,10,2,,,,,,
Fogo Island,2,421,2011,2013,"Penton, Cheryl Cobb",2,.,3,2,,9,303,"6,404","1,858",,1,2,0,3,,,,,,
Fogo Island,2,421,2011,2013,"Decker, Nadine",2,.,3,1,,9,317,"6,404","1,858",,1,1,3,2,,,,,,
Fogo Island,2,421,2011,2013,"Dwyer, Bernadette",2,.,3,1,,9,544,"6,404","1,858",,1,2,0,2,,,,,,
Fogo Island,2,421,2011,2013,"Freake, Shirley",2,.,3,2,,9,95,"6,404","1,858",,1,2,0,3,,,,,,
Fogo Island,2,421,2011,2013,"Jacobs, Barbara",2,.,3,1,,9,358,"6,404","1,858",,1,2,2,2,,,,,,
Fogo Island,2,421,2011,2013,"Lynch, Maureen",2,.,3,1,,9,504,"6,404","1,858",,1,2,2,2,,,,,,
Fogo Island,2,"2,244",2016,2017,"Burns, Curtis",1,4,3,1,,9,1,1,1,,4,2,.,1,,,,,,
Fogo Island,2,"2,244",2016,2017,"Collins, Wayne",1,4,3,1,,9,1,1,1,,4,2,.,1,,,,,,
Fogo Island,2,"2,244",2016,2017,"Hamlyn, Sheldon",1,4,3,1,,9,1,1,1,,4,2,.,1,,,,,,
Fogo Island,2,"2,244",2016,2017,"Hart, William",1,5,3,1,,9,1,1,1,,4,1,.,1,,,,,,
Fogo Island,2,"2,244",2016,2017,"Torraville, Paul",1,5,3,1,,9,1,1,1,,4,2,.,1,,,,,,
Fogo Island,2,"2,244",2016,2017,"Rowe, Samuel",1,5,3,1,,9,1,1,1,,4,1,.,1,,,,,,
Forteau,4,448,2006,2009,"Roberts, James",1,3,3,1,,7,1,1,1,,4,2,3,1,,,,,,
Forteau,4,448,2006,2009,"Hancock, Reginald",1,5,3,1,,7,1,1,1,,4,1,16,1,,,,,,
Forteau,4,448,2006,2009,"Hancock, Robert",1,4,3,1,,7,1,1,1,,4,1,4,1,,,,,,
Forteau,4,448,2006,2009,"Hancock, Terry",1,5,3,1,,7,1,1,1,,4,1,23,1,,,,,,
Forteau,4,448,2006,2009,"Belbin, Wilson",1,4,3,1,,7,1,1,1,,4,1,1,1,,,,,,
Forteau,4,448,2006,2009,"Keats, Tania",2,3,3,1,,7,1,1,1,,4,1,4,1,,,,,,
Forteau,4,448,2006,2009,"Hancock, Vickie",2,2,3,1,,7,1,1,1,,4,1,4,1,,,,,,
Forteau,4,429,2011,2013,"Belbin, Wilson",1,4,3,1,,7,61,78,289,,1,1,5,2,,,,,,
Forteau,4,429,2011,2013,"Davis Jr., Cecil",1,4,3,1,,7,46,78,289,,1,1,4,2,,,,,,
Forteau,4,429,2011,2013,"Flynn, Frank",1,5,3,.,,7,.,78,289,,1,2,11,.,,,,,,
Forteau,4,429,2011,2013,"Hancock, Robert",1,5,3,1,,7,50,78,289,,1,1,8,2,,,,,,
Forteau,4,429,2011,2013,"Hancock, terry",1,5,3,1,,7,61,78,289,,1,1,26,2,,,,,,
Forteau,4,429,2011,2013,"Roberts, James",1,4,3,1,,7,64,78,289,,1,1,6,2,,,,,,
Forteau,4,429,2011,2013,"Trimm, Gaius",1,4,3,1,,7,60,78,289,,1,1,5,2,,,,,,
Forteau,4,429,2011,2013,"Keats, Tania",2,3,3,1,,7,52,78,289,,1,1,8,2,,,,,,
Forteau,4,409,2016,2017,"Buckle, Colin Todd",1,4,3,1,,7,1,1,1,,4,2,.,1,,,,,,
Forteau,4,409,2016,2017,"Dumaresque, Shane",1,4,3,1,,7,1,1,1,,4,2,.,1,,,,,,
Forteau,4,409,2016,2017,"Hancock, Aaron",1,2,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Forteau,4,409,2016,2017,"Hancock, Robert",1,2,3,1,,7,1,1,1,,4,2,.,1,,,,,,
Forteau,4,409,2016,2017,"Roberts, James",1,3,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Forteau,4,409,2016,2017,"Roberts, Michael",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Forteau,4,409,2016,2017,"Jones, Wade",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Fortune,1,"1,458",2006,2009,"Penwell, Charles",1,5,3,1,,7,1,1,1,,1,1,24,1,,,,,,
Fortune,1,"1,458",2006,2009,"Smith, Frazer",1,2,3,1,,7,1,1,1,,1,2,0,1,,,,,,
Fortune,1,"1,458",2006,2009,"Dunne, James",1,5,3,1,,7,1,1,1,,1,1,4,1,,,,,,
Fortune,1,"1,458",2006,2009,"Keeping, Jordan",1,4,3,1,,7,1,1,1,,2,2,,1,,,,,,
Fortune,1,"1,458",2006,2009,"Curtis, Levi",1,4,3,1,,7,1,1,1,,1,2,0,1,,,,,,
Fortune,1,"1,458",2006,2009,"Parsons, Patrick",1,5,3,1,,7,1,1,1,,1,1,4,1,,,,,,
Fortune,1,"1,458",2006,2009,"Johnson, Joanne",2,3,3,1,,7,1,1,1,,1,2,0,1,,,,,,
Fortune,1,"1,401",2016,2017,"Curtis, Levi",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Dunne, James",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Kendell, Allan Roy",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Parsons, Patrick",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Penwell, Charles",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Smith, Frazer",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune,1,"1,401",2016,2017,"Woodland, Matthew",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Fortune ,1,"1,442",2011,2013,"Rose, Brian",1,3,3,2,,7,141,605,"1,103",,1,2,0,3,,,,,,
Fortune ,1,"1,442",2011,2013,"Penwell, Charles",1,.,3,1,,7,389,605,"1,103",,1,1,28,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Parsons, Corey",1,.,3,1,,7,481,605,"1,103",,1,2,0,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Holloway, David",1,.,3,1,,7,344,605,"1,103",,1,2,0,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Smith, Frazer",1,.,3,1,,7,368,605,"1,103",,1,1,8,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Dunne, James",1,.,3,2,,7,254,605,"1,103",,1,1,8,3,,,,,,
Fortune ,1,"1,442",2011,2013,"Keeping, Jordan",1,.,3,2,,7,108,605,"1,103",,1,1,8,3,,,,,,
Fortune ,1,"1,442",2011,2013,"Curtis, Levi",1,.,3,1,,7,356,605,"1,103",,1,1,8,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Parsons, Patrick",1,.,3,1,,7,355,605,"1,103",,1,1,8,2,,,,,,
Fortune ,1,"1,442",2011,2013,"Johnson, Joann",2,4,3,2,,7,223,605,"1,103",,1,1,8,3,,,,,,
Fortune ,1,"1,442",2011,2013,"Symes Harris, Yvyonne",2,4,3,1,,7,272,605,"1,103",,1,2,0,2,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Doody, George",1,3,3,1,,7,1,1,1,,4,1,15,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Courage, Harvey",1,5,3,1,,7,1,1,1,,4,1,2,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Antle, Patrick",1,5,3,1,,7,1,1,1,,4,2,11,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Kennedy, Robert",1,5,3,1,,7,1,1,1,,4,1,2,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Moulton, Catherine",2,3,3,1,,7,1,1,1,,4,1,10,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Picco, Donna",2,3,3,1,,7,1,1,1,,4,1,4,1,,,,,,
Fox Cove-Mortier,1,351,2006,2009,"Antle, Wanda",2,3,3,1,,7,1,1,1,,4,1,8,.,,,,,,
Fox Cove-Mortier,1,333,2011,2013,"Doody, George",1,5,3,1,,5,1,.,.,,.,1,18,1,,,,,,
Fox Cove-Mortier,1,333,2011,2013,"Power, Pius",1,5,3,1,,5,1,.,.,,.,2,2.5,1,,,,,,
Fox Cove-Mortier,1,333,2011,2013,"Antle, Wanda",2,3,3,1,,5,1,.,.,,.,1,12,1,,,,,,
Fox Cove-Mortier,1,295,2016,2017,"Doody, George",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Cove-Mortier,1,295,2016,2017,"Drake, Carl",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Cove-Mortier,1,295,2016,2017,"Kavanagh, Ernest",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Cove-Mortier,1,295,2016,2017,"Antle, Wanda",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Cove-Mortier,1,295,2016,2017,"Drake, Maxine",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Harbour,1,314,2006,2009,"King, Gerald",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour,1,314,2006,2009,"Maher, John",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour,1,314,2006,2009,"Gambin, Kyran",1,5,3,1,,5,1,1,1,,4,2,.,1,,,,,,
Fox Harbour,1,314,2006,2009,"Perham, Carmel",2,3,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour,1,314,2006,2009,"Pittman, Claudette",2,4,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour,1,252,2016,2017,"Gambin, Kyran",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Harbour,1,252,2016,2017,"Quilty, Brian",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Fox Harbour,1,252,2016,2017,"Griffiths, Ann",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour,1,252,2016,2017,"Perham, Carmel",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Maher, John",1,5,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Whiffen, John",1,5,3,1,,5,1,.,.,,2,2,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Gambin, Kyran",1,5,3,1,,5,1,.,.,,,1,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"King, Leonard",1,5,3,1,,5,1,.,.,,2,2,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Griffiths, Ann",2,4,3,1,,5,1,.,.,,2,2,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Perham, Carmel",2,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Fox Harbour ,1,270,2011,2013,"Pittman, Claudette",2,.,3,1,,5,1,.,.,,.,1,.,1,,,,,,
Frenchman's Cove,1,166,2006,2009,"Clarke, Abel",1,4,3,2,,5,34,88,138,,1,2,0,3,,,,,,
Frenchman's Cove,1,166,2006,2009,"Cluett, George",1,5,3,1,,5,46,88,138,,1,1,5,2,,,,,,
Frenchman's Cove,1,166,2006,2009,"Drake, Kevin",1,4,3,1,,5,41,88,138,,1,2,0,2,,,,,,
Frenchman's Cove,1,166,2006,2009,"Drake, Leon",1,5,3,2,,5,37,88,138,,1,2,0,3,,,,,,
Frenchman's Cove,1,166,2006,2009,"Grandy, Bertha",2,5,3,2,,5,27,88,138,,1,1,4,3,,,,,,
Frenchman's Cove,1,166,2006,2009,"Cluett, Donna S.",2,4,3,1,,5,39,88,138,,1,2,0,2,,,,,,
Frenchman's Cove,1,166,2006,2009,"Cluett, Elaine",2,5,3,1,,5,40,88,138,,1,1,5,2,,,,,,
Frenchman's Cove,1,166,2006,2009,"Sperry, Leah",2,5,3,1,,5,46,88,138,,1,1,5,2,,,,,,
Frenchman's Cove,1,172,2011,2013,"Cluett, George",1,.,3,1,,5,1,.,.,,.,1,8,1,,,,,,
Frenchman's Cove,1,172,2011,2013,"Cluett, Harvey",1,.,3,1,,5,1,.,.,,.,1,3,1,,,,,,
Frenchman's Cove,1,172,2011,2013,"Drake, Leon",1,.,3,1,,5,1,.,.,,.,1,2,1,,,,,,
Frenchman's Cove,1,172,2011,2013,"Cluett, Donna",2,.,3,1,,5,1,.,.,,.,1,4,1,,,,,,
Frenchman's Cove,1,172,2011,2013,"Cluett, Elaine",2,.,3,1,,5,1,.,.,,.,1,8,1,,,,,,
Frenchman's Cove,1,169,2016,2017,"Cluett, Harvey",1,.,3,2,,5,34,101,142,,1,.,.,3,,,,,,
Frenchman's Cove,1,169,2016,2017,"Cluett, George",1,.,3,2,,5,42,101,142,,1,.,.,3,,,,,,
Frenchman's Cove,1,169,2016,2017,"Drake, Leon",1,.,3,2,,5,36,101,142,,1,.,.,3,,,,,,
Frenchman's Cove,1,169,2016,2017,"Grandy, Josiah",1,.,3,1,,5,57,101,142,,1,.,.,2,,,,,,
Frenchman's Cove,1,169,2016,2017,"Myles, Raymond",1,.,3,1,,5,50,101,142,,1,.,.,2,,,,,,
Frenchman's Cove,1,169,2016,2017,"Drake, Kevin",1,.,3,1,,5,53,101,142,,1,.,.,2,,,,,,
Frenchman's Cove,1,169,2016,2017,"Cluett, Leslie, Jr.",1,.,3,1,,5,72,101,142,,1,.,.,2,,,,,,
Frenchman's Cove,1,169,2016,2017,"Cluett, Donna S.",2,.,3,2,,5,44,101,142,,1,.,.,3,,,,,,
Frenchman's Cove,1,169,2016,2017,"Cluett, Elaine",2,.,3,2,,5,20,101,142,,1,.,.,3,,,,,,
Frenchman's Cove,1,169,2016,2017,"May, Ashley",2,.,3,1,,5,48,101,142,,1,.,.,2,,,,,,
Gallants,3,54,2006,2009,"Collier, James",1,5,3,1,,5,1,1,1,,2,1,37,1,,,,,,
Gallants,3,54,2006,2009,"Lockyer, Melvin",1,5,3,1,,5,1,1,1,,2,1,25,1,,,,,,
Gallants,3,54,2006,2009,"Collier, Leona",2,5,3,1,,5,1,1,1,,2,1,15,1,,,,,,
Gallants,3,59,2011,2013,"Alexander, Paul",1,4,3,1,,5,1,1,1,,4,2,0,1,,,,,,
Gallants,3,59,2011,2013,"Brake, Todd",1,4,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Gallants,3,59,2011,2013,"Webb, Deanna",2,.,3,1,,5,1,1,1,,4,2,0,1,,,,,,
Gallants,3,59,2011,2013,"Gould, Iris",2,.,3,1,,5,1,1,1,,4,2,0,1,,,,,,
Gallants,3,59,2011,2013,"Collier, Leona",2,5,3,1,,5,1,1,1,,4,1,12,1,,,,,,
Gallants,3,50,2016,2017,"Brake, Todd",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Gallants,3,50,2016,2017,"Glover, Cater",1,,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Gallants,3,50,2016,2017,"Hilliard, Harvey",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Gallants,3,50,2016,2017,"Parson, Lawrence",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
Gallants,3,50,2016,2017,"Collier, Leona",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Gambo,2,"2,072",2006,2009,"Collins, Baxter",1,.,3,1,,7,524,"1,807","2,792",,1,2,0,2,,,,,,
Gambo,2,"2,072",2006,2009,"Duke, Darren",1,.,3,1,,7,426,"1,807","2,792",,1,2,0,2,,,,,,
Gambo,2,"2,072",2006,2009,"Melvin, David",1,.,3,2,,7,224,"1,807","2,792",,1,2,0,3,,,,,,
Gambo,2,"2,072",2006,2009,"Oxford, David",1,.,3,1,,7,288,"1,807","2,792",,1,1,1,2,,,,,,
Gambo,2,"2,072",2006,2009,"Jeans, Frederick",1,.,3,1,,7,305,"1,807","2,792",,1,2,0,2,,,,,,
Gambo,2,"2,072",2006,2009,"Lush, Lloyd",1,.,3,1,,7,427,"1,807","2,792",,1,1,12,2,,,,,,
Gambo,2,"2,072",2006,2009,"Kane, Matthew",1,.,3,2,,7,269,"1,807","2,792",,1,1,2,3,,,,,,
Gambo,2,"2,072",2006,2009,"Lush, Peter",1,.,1,1,,7,1,"1,807","2,792",,1,2,24,1,,,,,,
